sample,run,s_all_cos,cos_95ci,cos_relation
Q05_SST_1,05,0.989673996900466,0.98772028082757,Normal
Q05_SST_2,05,0.99009595701388,0.98772028082757,Normal
Q05_SST_3,05,0.992937738286459,0.98772028082757,Normal
Q05_SST_4,05,0.988189653000507,0.98772028082757,Normal
Q05_SST_5,05,0.996762577648038,0.98772028082757,Normal
Q05_SST_6,05,0.995185289649049,0.98772028082757,Normal
S05_001,05,0.996761306329071,0.98772028082757,Normal
S05_002,05,0.995661697117764,0.98772028082757,Normal
S05_003,05,0.996896132383686,0.98772028082757,Normal
S05_004,05,0.985632834630655,0.98772028082757,Non-Normal
S05_005,05,0.995275896054909,0.98772028082757,Normal
S05_006,05,0.995745511803459,0.98772028082757,Normal
S05_007,05,0.993987835606603,0.98772028082757,Normal
S05_008,05,0.996658437542518,0.98772028082757,Normal
S05_009,05,0.996061898359496,0.98772028082757,Normal
S05_010,05,0.98239144564064,0.98772028082757,Non-Normal
S05_011,05,0.998519075543527,0.98772028082757,Normal
S05_012,05,0.998347232918728,0.98772028082757,Normal
S05_013,05,0.997775098162673,0.98772028082757,Normal
S05_014,05,0.996272877225549,0.98772028082757,Normal
S05_015,05,0.997960802005973,0.98772028082757,Normal
S05_016,05,0.994840882734452,0.98772028082757,Normal
S05_017,05,0.997204767571979,0.98772028082757,Normal
S05_018,05,0.997782766418712,0.98772028082757,Normal
S05_019,05,0.99758427743307,0.98772028082757,Normal
S05_020,05,0.997740585574496,0.98772028082757,Normal
S05_021,05,0.995823136795814,0.98772028082757,Normal
S05_022,05,0.996660079370101,0.98772028082757,Normal
S05_023,05,0.996249366534408,0.98772028082757,Normal
S05_024,05,0.995250250757512,0.98772028082757,Normal
S05_025,05,0.997323875624001,0.98772028082757,Normal
S05_026,05,0.995280316109821,0.98772028082757,Normal
S05_027,05,0.994861737841537,0.98772028082757,Normal
S05_028,05,0.995520695129272,0.98772028082757,Normal
S05_029,05,0.995347040040091,0.98772028082757,Normal
S05_030,05,0.996236676498445,0.98772028082757,Normal
S05_031,05,0.994570910879341,0.98772028082757,Normal
S05_032,05,0.995652783910692,0.98772028082757,Normal
S05_033,05,0.99655273143115,0.98772028082757,Normal
S05_034,05,0.996969364008893,0.98772028082757,Normal
S05_035,05,0.99466112276124,0.98772028082757,Normal
S05_036,05,0.990556791055301,0.98772028082757,Normal
S05_037,05,0.997085683650221,0.98772028082757,Normal
S05_038,05,0.993666643705194,0.98772028082757,Normal
S05_039,05,0.994664128065328,0.98772028082757,Normal
S05_040,05,0.99605472849269,0.98772028082757,Normal
S05_041,05,0.997785067954877,0.98772028082757,Normal
S05_042,05,0.995504871625484,0.98772028082757,Normal
S05_043,05,0.997417409815147,0.98772028082757,Normal
S05_044,05,0.99728196710574,0.98772028082757,Normal
S05_045,05,0.996853703235834,0.98772028082757,Normal
S05_046,05,0.996090209733852,0.98772028082757,Normal
S05_047,05,0.994945035836273,0.98772028082757,Normal
S05_048,05,0.99687283621028,0.98772028082757,Normal
S05_049,05,0.995083590805456,0.98772028082757,Normal
S05_050,05,0.995597902906447,0.98772028082757,Normal
S05_051,05,0.996645175831992,0.98772028082757,Normal
S05_052,05,0.996021474358258,0.98772028082757,Normal
S05_053,05,0.996840763818078,0.98772028082757,Normal
S05_054,05,0.996926315760401,0.98772028082757,Normal
S05_055,05,0.995612287262187,0.98772028082757,Normal
S05_056,05,0.996472765152653,0.98772028082757,Normal
S05_057,05,0.996614491363149,0.98772028082757,Normal
S05_058,05,0.995293493421874,0.98772028082757,Normal
S05_059,05,0.995698741216312,0.98772028082757,Normal
S05_060,05,0.995242955914677,0.98772028082757,Normal
S05_061,05,0.995525955230061,0.98772028082757,Normal
S05_062,05,0.996667485451767,0.98772028082757,Normal
S05_063,05,0.996124539712981,0.98772028082757,Normal
S05_064,05,0.997222006769262,0.98772028082757,Normal
S05_065,05,0.994057224475088,0.98772028082757,Normal
S05_066,05,0.996234648538474,0.98772028082757,Normal
S05_067,05,0.985181271371919,0.98772028082757,Non-Normal
S05_068,05,0.994668655330062,0.98772028082757,Normal
S05_069,05,0.984181549479529,0.98772028082757,Non-Normal
S05_070,05,0.99565261556077,0.98772028082757,Normal
S05_071,05,0.99426844453525,0.98772028082757,Normal
S05_072,05,0.994650256374844,0.98772028082757,Normal
S05_073,05,0.996979817007378,0.98772028082757,Normal
S05_074,05,0.995545693719797,0.98772028082757,Normal
S05_075,05,0.995215665686259,0.98772028082757,Normal
S05_076,05,0.996073297391375,0.98772028082757,Normal
S05_077,05,0.996675023230158,0.98772028082757,Normal
S05_078,05,0.99599027790457,0.98772028082757,Normal
S05_079,05,0.995507055318236,0.98772028082757,Normal
S05_080,05,0.995975410992394,0.98772028082757,Normal
S05_081,05,0.994843864294204,0.98772028082757,Normal
S05_082,05,0.994346844486223,0.98772028082757,Normal
S05_083,05,0.994773857662044,0.98772028082757,Normal
S05_084,05,0.995051191680967,0.98772028082757,Normal
S05_085,05,0.975835012010605,0.98772028082757,Non-Normal
S05_086,05,0.994967622291976,0.98772028082757,Normal
S05_087,05,0.995241158772392,0.98772028082757,Normal
S05_088,05,0.995676828867803,0.98772028082757,Normal
S05_089,05,0.995478371097084,0.98772028082757,Normal
S05_090,05,0.993349956582708,0.98772028082757,Normal
S05_091,05,0.989034056817352,0.98772028082757,Normal
S05_092,05,0.99022556806687,0.98772028082757,Normal
S05_093,05,0.991275385576253,0.98772028082757,Normal
S05_094,05,0.991279601210616,0.98772028082757,Normal
S05_095,05,0.991177571483768,0.98772028082757,Normal
S05_096,05,0.992075813384598,0.98772028082757,Normal
S05_097,05,0.994833370627088,0.98772028082757,Normal
S05_098,05,0.989494733502118,0.98772028082757,Normal
S05_099,05,0.988272204509385,0.98772028082757,Normal
S05_100,05,0.994065856956369,0.98772028082757,Normal
mean,05,1,0.98772028082757,Normal
